*-------------------------------------------------------------------------------------------
* system regs
*-------------------------------------------------------------------------------------------
* RegName           		RegAddr       RegMask      R     W     Description
*-------------------------------------------------------------------------------------------
flash_async_read_cmd 		0800bddf    ffffffff	 1     1   	 Note!!! The Flash is 16 bit but the mask is 32 bit
flash_sync_read_cmd		08004ddf    ffffffff	 1     1	 to be able to use blockWrite and fifoWrite
*
flash_bank15			08000000    ffffffff	 1     1     512Kword
	flash_block130		08000000    ffffffff	 1     1 	 64Kword
	flash_block129		08010000    ffffffff	 1     1 	 64Kword
	flash_block128		08020000    ffffffff	 1     1 	 64Kword
	flash_block127		08030000    ffffffff	 1     1 	 64Kword
	flash_block126		08040000    ffffffff	 1     1 	 64Kword
	flash_block125		08050000    ffffffff	 1     1 	 64Kword
	flash_block124		08060000    ffffffff	 1     1 	 64Kword
	flash_block123		08070000    ffffffff	 1     1  	 64Kword
*
flash_bank14			08080000    ffffffff	 1     1     512Kword
	flash_block122		08080000    ffffffff	 1     1 	 64Kword
	flash_block121		08090000    ffffffff	 1     1 	 64Kword
	flash_block120		080a0000    ffffffff	 1     1 	 64Kword
	flash_block119		080b0000    ffffffff	 1     1 	 64Kword
	flash_block118		080c0000    ffffffff	 1     1 	 64Kword
	flash_block117		080d0000    ffffffff	 1     1 	 64Kword
	flash_block116		080e0000    ffffffff	 1     1 	 64Kword
	flash_block115		080f0000    ffffffff	 1     1  	 64Kword
*
flash_bank13			08100000    ffffffff	 1     1     512Kword
	flash_block114		08100000    ffffffff	 1     1 	 64Kword
	flash_block113		08110000    ffffffff	 1     1 	 64Kword
	flash_block112		08120000    ffffffff	 1     1 	 64Kword
	flash_block111		08130000    ffffffff	 1     1 	 64Kword
	flash_block110		08140000    ffffffff	 1     1 	 64Kword
	flash_block109		08150000    ffffffff	 1     1 	 64Kword
	flash_block108		08160000    ffffffff	 1     1 	 64Kword
	flash_block107		08170000    ffffffff	 1     1  	 64Kword
*
flash_bank12			08180000    ffffffff	 1     1     512Kword
	flash_block106		08180000    ffffffff	 1     1  	 64Kword
	flash_block105		08190000    ffffffff	 1     1  	 64Kword
	flash_block104		081a0000    ffffffff	 1     1  	 64Kword
	flash_block103		081b0000    ffffffff	 1     1  	 64Kword
	flash_block102		081c0000    ffffffff	 1     1  	 64Kword
	flash_block101		081d0000    ffffffff	 1     1  	 64Kword
	flash_block100		081e0000    ffffffff	 1     1  	 64Kword
	flash_block99 		081f0000    ffffffff	 1     1   	 64Kword
*
flash_bank11			08200000    ffffffff	 1     1     512Kword
	flash_block98		08200000    ffffffff	 1     1  	 64Kword
	flash_block97		08210000    ffffffff	 1     1  	 64Kword
	flash_block96		08220000    ffffffff	 1     1  	 64Kword
	flash_block95		08230000    ffffffff	 1     1  	 64Kword
	flash_block94		08240000    ffffffff	 1     1  	 64Kword
	flash_block93		08250000    ffffffff	 1     1  	 64Kword
	flash_block92		08260000    ffffffff	 1     1  	 64Kword
	flash_block91		08270000    ffffffff	 1     1   	 64Kword
*
flash_bank10			08280000    ffffffff	 1     1     512Kword
	flash_block90		08280000    ffffffff	 1     1  	 64Kword
	flash_block89		08290000    ffffffff	 1     1  	 64Kword
	flash_block88		082a0000    ffffffff	 1     1  	 64Kword
	flash_block87		082b0000    ffffffff	 1     1  	 64Kword
	flash_block86		082c0000    ffffffff	 1     1  	 64Kword
	flash_block85		082d0000    ffffffff	 1     1  	 64Kword
	flash_block84		082e0000    ffffffff	 1     1  	 64Kword
	flash_block83		082f0000    ffffffff	 1     1   	 64Kword
*
flash_bank9			08300000    ffffffff	 1     1     512Kword
	flash_block82		08300000    ffffffff	 1     1 	 64Kword
	flash_block81		08310000    ffffffff	 1     1 	 64Kword
	flash_block80		08320000    ffffffff	 1     1 	 64Kword
	flash_block79		08330000    ffffffff	 1     1 	 64Kword
	flash_block78		08340000    ffffffff	 1     1 	 64Kword
	flash_block77		08350000    ffffffff	 1     1 	 64Kword
	flash_block76		08360000    ffffffff	 1     1 	 64Kword
	flash_block75		08370000    ffffffff	 1     1  	 64Kword
*
flash_bank8			08380000    ffffffff	 1     1     512Kword
	flash_block74		08380000    ffffffff	 1     1 	 64Kword
	flash_block73		08390000    ffffffff	 1     1 	 64Kword
	flash_block72		083a0000    ffffffff	 1     1 	 64Kword
	flash_block71		083b0000    ffffffff	 1     1 	 64Kword
	flash_block70		083c0000    ffffffff	 1     1 	 64Kword
	flash_block69		083d0000    ffffffff	 1     1 	 64Kword
	flash_block68		083e0000    ffffffff	 1     1 	 64Kword
	flash_block67		083f0000    ffffffff	 1     1  	 64Kword
*
flash_bank7			08400000    ffffffff	 1     1     512Kword
	flash_block66		08400000    ffffffff	 1     1 	 64Kword
	flash_block65		08410000    ffffffff	 1     1 	 64Kword
	flash_block64		08420000    ffffffff	 1     1 	 64Kword
	flash_block63		08430000    ffffffff	 1     1 	 64Kword
	flash_block62		08440000    ffffffff	 1     1 	 64Kword
	flash_block61		08450000    ffffffff	 1     1 	 64Kword
	flash_block60		08460000    ffffffff	 1     1 	 64Kword
	flash_block59		08470000    ffffffff	 1     1  	 64Kword
*
flash_bank6			08480000    ffffffff	 1     1     512Kword
	flash_block58		08480000    ffffffff	 1     1 	 64Kword
	flash_block57		08490000    ffffffff	 1     1 	 64Kword
	flash_block56		084a0000    ffffffff	 1     1 	 64Kword
	flash_block55		084b0000    ffffffff	 1     1 	 64Kword
	flash_block54		084c0000    ffffffff	 1     1 	 64Kword
	flash_block53		084d0000    ffffffff	 1     1 	 64Kword
	flash_block52		084e0000    ffffffff	 1     1 	 64Kword
	flash_block51		084f0000    ffffffff	 1     1  	 64Kword
*
flash_bank5			08500000    ffffffff	 1     1     512Kword
	flash_block50		08500000    ffffffff	 1     1 	 64Kword
	flash_block49		08510000    ffffffff	 1     1 	 64Kword
	flash_block48		08520000    ffffffff	 1     1 	 64Kword
	flash_block47		08530000    ffffffff	 1     1 	 64Kword
	flash_block46		08540000    ffffffff	 1     1 	 64Kword
	flash_block45		08550000    ffffffff	 1     1 	 64Kword
	flash_block44		08560000    ffffffff	 1     1 	 64Kword
	flash_block43		08570000    ffffffff	 1     1  	 64Kword
*
flash_bank4			08580000    ffffffff	 1     1     512Kword
	flash_block42		08580000    ffffffff	 1     1 	 64Kword
	flash_block41		08590000    ffffffff	 1     1 	 64Kword
	flash_block40		085a0000    ffffffff	 1     1 	 64Kword
	flash_block39		085b0000    ffffffff	 1     1 	 64Kword
	flash_block38		085c0000    ffffffff	 1     1 	 64Kword
	flash_block37		085d0000    ffffffff	 1     1 	 64Kword
	flash_block36		085e0000    ffffffff	 1     1 	 64Kword
	flash_block35		085f0000    ffffffff	 1     1  	 64Kword
*
flash_bank3			08600000    ffffffff	 1     1     512Kword
	flash_block34		08600000    ffffffff	 1     1 	 64Kword
	flash_block33		08610000    ffffffff	 1     1 	 64Kword
	flash_block32		08620000    ffffffff	 1     1 	 64Kword
	flash_block31		08630000    ffffffff	 1     1 	 64Kword
	flash_block30		08640000    ffffffff	 1     1 	 64Kword
	flash_block29		08650000    ffffffff	 1     1 	 64Kword
	flash_block28		08660000    ffffffff	 1     1 	 64Kword
	flash_block27		08670000    ffffffff	 1     1  	 64Kword
*
flash_bank2			08680000    ffffffff	 1     1     512Kword
	flash_block26		08680000    ffffffff	 1     1 	 64Kword
	flash_block25		08690000    ffffffff	 1     1 	 64Kword
	flash_block24		086a0000    ffffffff	 1     1 	 64Kword
	flash_block23		086b0000    ffffffff	 1     1 	 64Kword
	flash_block22		086c0000    ffffffff	 1     1 	 64Kword
	flash_block21		086d0000    ffffffff	 1     1 	 64Kword
	flash_block20		086e0000    ffffffff	 1     1 	 64Kword
	flash_block19		086f0000    ffffffff	 1     1  	 64Kword
*
flash_bank1			08700000    ffffffff	 1     1     512Kword
	flash_block18		08700000    ffffffff	 1     1  	 64Kword
	flash_block17		08710000    ffffffff	 1     1  	 64Kword
	flash_block16		08720000    ffffffff	 1     1  	 64Kword
	flash_block15		08730000    ffffffff	 1     1  	 64Kword
	flash_block14		08740000    ffffffff	 1     1  	 64Kword
	flash_block13		08750000    ffffffff	 1     1  	 64Kword
	flash_block12		08760000    ffffffff	 1     1  	 64Kword
	flash_block11		08770000    ffffffff	 1     1   	 64Kword
*
flash_param_bank		08780000    ffffffff	 1     1     512Kword
	flash_block10		08780000    ffffffff	 1     1 	 64Kword
	flash_block9 		08790000    ffffffff	 1     1 	 64Kword
	flash_block8 		087a0000    ffffffff	 1     1 	 64Kword
	flash_block7 		087b0000    ffffffff	 1     1 	 64Kword
	flash_block6 		087c0000    ffffffff	 1     1 	 64Kword
	flash_block5 		087d0000    ffffffff	 1     1 	 64Kword
	flash_block4 		087e0000    ffffffff	 1     1 	 64Kword
	flash_block3 		087f0000    ffffffff	 1     1 	 16Kword
	flash_block2 		087f4000    ffffffff	 1     1 	 16Kword
	flash_block1 		087f8000    ffffffff	 1     1 	 16Kword
	flash_block0 		087fc000    ffffffff	 1     1 	 16Kword

*------------------------------------------------------------------------------------------
* user space
*------------------------------------------------------------------------------------------
* RegName          		RegAddr     RegMask      R     W     Description
*------------------------------------------------------------------------------------------
user_ipb_regs			40000000    ffffffff     1     1
user_ipb_stat_regs		40000000    ffffffff     1     1     example_status_regs
user_ipb_ctrl_regs		40000040    ffffffff     1     1     example_control_regs
*
user_wb_regs			80000000    ffffffff     1     1
